F,M,name,odds
27,0,Sena,0
27,0,Serita,0
27,0,Sharise,0
27,0,Shavonne,0
27,0,Shawndra,0
27,0,Sigrid,0
27,0,Tahnee,0
27,0,Talisa,0
27,0,Tamila,0
27,0,Tauna,0
27,0,Trenda,0
27,0,Valecia,0
27,0,Valinda,0
27,0,Vannessa,0
27,3082,Victor,0.9913155355419749
27,0,Xiomara,0
26,72,Adrain,0.7346938775510204
26,0,Alayne,0
26,3074,Albert,0.9916129032258064
26,0,Anamaria,0
26,0,Andera,0
26,589,Angelo,0.9577235772357724
26,0,Angila,0
26,0,Anjali,0
26,0,Arlena,0
26,0,Carrieann,0
26,0,Celinda,0
26,0,Charita,0
26,0,Charlyn,0
26,0,Charnita,0
26,6,Charon,0.1875
26,0,Christena,0
26,0,Contessa,0
26,5,Delynn,0.16129032258064516
26,0,Deonne,0
26,0,Djuana,0
26,0,Elinor,0
26,0,Elonda,0
26,0,Gemma,0
26,934,Gene,0.9729166666666667
26,0,Genoveva,0
26,0,Georgeann,0
26,0,Ginette,0
26,0,Hilarie,0
26,0,Irish,0
26,0,Jaci,0
26,0,Janise,0
26,0,Jaylene,0
26,0,Jordana,0
26,0,Julieanne,0
26,2385,Justin,0.9892160929075072
26,0,Keeley,0
26,0,Kiki,0
26,0,Laure,0
26,0,Lecia,0
26,0,Loralee,0
26,0,Lorry,0
26,0,Malka,0
26,1901,Mario,0.9865075246497146
26,0,Mirian,0
26,0,Mylinda,0
26,0,Nadene,0
26,0,Pamla,0
26,0,Rashell,0
26,0,Rashelle,0
26,1464,Ray,0.9825503355704698
26,0,Raye,0
26,0,Rebecka,0
26,0,Resa,0
26,0,Richele,0
26,5,Riki,0.16129032258064516
26,0,Rochel,0
26,0,Roma,0
26,0,Romana,0
26,0,Roshelle,0
26,5118,Russell,0.994945567651633
26,4559,Samuel,0.9943293347873501
26,0,Saprina,0
26,0,Sharisse,0
26,0,Sharolyn,0
26,0,Shawntel,0
26,0,Shelene,0
26,0,Sonda,0
26,0,Telisha,0
26,0,Teresia,0
26,0,Terrilyn,0
26,0,Tiara,0
26,23,Tobey,0.46938775510204084
26,0,Torina,0
26,0,Zenja,0
25,0,Alba,0
25,0,Amey,0
25,0,Ashlie,0
25,0,Barb,0
25,351,Bennie,0.9335106382978723
25,0,Bettye,0
25,13,Carrol,0.34210526315789475
25,0,Casie,0
25,6643,Chad,0.99625074985003
25,0,Chanell,0
25,0,Chanelle,0
25,0,Charisma,0
25,0,Chaundra,0
25,0,Cherese,0
25,0,Chloe,0
25,0,Cindie,0
25,0,Daphine,0
25,0,Delaina,0
25,0,Denean,0
25,0,Denelle,0
25,0,Denese,0
25,0,Denette,0
25,0,Doretta,0
25,0,Francina,0
25,0,Georgine,0
25,0,Glinda,0
25,0,Gwenn,0
25,3131,Henry,0.9920785804816223
25,0,Jackqueline,0
25,0,Jacquie,0
25,0,Jannine,0
25,4323,Jeremy,0.9942502299908004
25,0,Joya,0
25,0,Kammy,0
25,0,Kasie,0
25,0,Kathlyn,0
25,0,Keila,0
25,0,Kerriann,0
25,0,Kimbley,0
25,0,Lafonda,0
25,0,Laural,0
25,9,Lesly,0.2647058823529412
25,0,Linnette,0
25,0,Lorita,0
25,0,Louanne,0
25,0,Lucie,0
25,0,Machell,0
25,5015,Marc,0.9950396825396826
25,0,Mariaelena,0
25,0,Maricruz,0
25,0,Marnee,0
25,0,Melodi,0
25,225,Micah,0.9
25,0,Michon,0
25,0,Mya,0
25,0,Ona,0
25,23,Peyton,0.4791666666666667
25,0,Raeanne,0
25,0,Renne,0
25,0,Samaria,0
25,405,Scottie,0.9418604651162791
25,0,Shereen,0
25,0,Shireen,0
25,0,Shontel,0
25,0,Sidra,0
25,0,Sona,0
25,0,Suanne,0
25,0,Suzannah,0
25,0,Teddi,0
25,0,Tiana,0
25,0,Tish,0
25,0,Tomiko,0
25,0,Toyia,0
25,40,Trace,0.6153846153846154
25,0,Trixie,0
25,0,Tyann,0
25,0,Vincenza,0
25,0,Vonnie,0
24,0,Alanda,0
24,0,Alicea,0
24,0,Alise,0
24,0,Andi,0
24,0,Angelee,0
24,0,Angle,0
24,0,Annika,0
24,0,Arcelia,0
24,0,Blenda,0
24,6825,Bradley,0.9964958388085852
24,0,Camelia,0
24,0,Celestina,0
24,0,Cherisse,0
24,0,Chrissie,0
24,0,Cydney,0
24,0,Damita,0
24,0,Desha,0
24,0,Desirae,0
24,11,Dory,0.3142857142857143
24,0,Duana,0
24,0,Dyanna,0
24,0,Eartha,0
24,0,Genise,0
24,0,Giuseppina,0
24,0,Greer,0
24,0,Gwenda,0
24,0,Gwyneth,0
24,0,Hanna,0
24,0,Ila,0
24,0,Iona,0
24,0,Jacquelene,0
24,0,Jasmin,0
24,0,Jeane,0
24,0,Jeannetta,0
24,0,Jonni,0
24,0,Karlyn,0
24,0,Katrine,0
24,0,Keela,0
24,0,Keira,0
24,0,Keren,0
24,0,Ladona,0
24,0,Lakeshia,0
24,0,Lanae,0
24,0,Latania,0
24,0,Lorien,0
24,0,Machele,0
24,0,Margarette,0
24,0,Marilou,0
24,0,Marney,0
24,0,Marny,0
24,0,Maryalice,0
24,0,Maude,0
24,2468,Mike,0.9903691813804173
24,0,Nan,0
24,0,Nisa,0
24,0,Nisha,0
24,0,Oneida,0
24,0,Queen,0
24,0,Raelynn,0
24,0,Rewa,0
24,147,Rickie,0.8596491228070176
24,0,Roshonda,0
24,2332,Ryan,0.9898132427843803
24,0,Sanya,0
24,0,Shalene,0
24,0,Shalon,0
24,0,Sharese,0
24,0,Shiree,0
24,0,Shirlee,0
24,0,Sindy,0
24,0,Tamarah,0
24,0,Tamarra,0
24,0,Tanis,0
24,0,Timberly,0
24,0,Tonjia,0
24,0,Trenia,0
24,0,Tunya,0
24,750,Tyler,0.9689922480620154
24,0,Tyna,0
24,0,Valisa,0
24,0,Zoila,0
23,3560,Alan,0.9935807982137873
23,0,Alene,0
23,0,Armida,0
23,0,Aura,0
23,0,Bertina,0
23,0,Betsey,0
23,0,Bridgitte,0
23,27,Bryn,0.54
23,0,Brynn,0
23,0,Catina,0
23,0,Cherilyn,0
23,0,Christianna,0
23,0,Corene,0
23,0,Danetta,0
23,0,Dea,0
23,0,Denae,0
23,0,Deserie,0
23,0,Donnita,0
23,0,Dorena,0
23,0,Dorita,0
23,0,Dulcie,0
23,0,Enza,0
23,0,Erikka,0
23,0,Estrella,0
23,0,Eugenie,0
23,0,Genene,0
23,0,Georgann,0
23,0,Ginamarie,0
23,0,Gita,0
23,3008,Glenn,0.9924117452985813
23,0,Ivelisse,0
23,0,Jann,0
23,0,Jaunita,0
23,4377,Jon,0.9947727272727273
23,3469,Juan,0.9934135166093929
23,0,Kamela,0
23,11,Kameron,0.3235294117647059
23,0,Kandra,0
23,1576,Karl,0.9856160100062539
23,0,Khristina,0
23,0,Kristee,0
23,0,Kristena,0
23,0,Lacretia,0
23,19,Ladon,0.4523809523809524
23,0,Laila,0
23,0,Lashawna,0
23,0,Latashia,0
23,0,Latrece,0
23,12,Latrell,0.34285714285714286
23,0,Lavenia,0
23,0,Leia,0
23,0,Letecia,0
23,0,Lucila,0
23,0,Lynnea,0
23,0,Marilu,0
23,0,Marlisa,0
23,0,Marlys,0
23,0,Mila,0
23,0,Natashia,0
23,11,Omega,0.3235294117647059
23,0,Pamula,0
23,0,Pollyanna,0
23,0,Raynette,0
23,0,Rosalee,0
23,0,Rosiland,0
23,383,Rusty,0.9433497536945813
23,0,Seema,0
23,0,Shannyn,0
23,0,Shareen,0
23,0,Shella,0
23,0,Shera,0
23,29,Sheridan,0.5576923076923077
23,0,Shirelle,0
23,0,Shontell,0
23,0,Susy,0
23,0,Tanika,0
23,0,Tarita,0
23,0,Tawni,0
23,1179,Terrance,0.980865224625624
23,0,Tifani,0
23,0,Tysha,0
23,0,Vanetta,0
23,0,Verona,0
23,0,Vinita,0
23,0,Viva,0
23,0,Waynette,0
23,0,Wenda,0
23,0,Yolando,0
22,0,Africa,0
22,0,Allene,0
22,11,Allie,0.3333333333333333
22,0,Allisa,0
22,8,Augusta,0.26666666666666666
22,0,Aviva,0
22,0,Belle,0
22,3932,Benjamin,0.9944360141628731
22,9,Carry,0.2903225806451613
22,0,Celesta,0
22,0,Charlynn,0
22,0,Cherylann,0
22,0,Collene,0
22,0,Consuella,0
22,7,Danyell,0.2413793103448276
22,0,Davita,0
22,0,Denisha,0
22,0,Dessie,0
22,0,Detria,0
22,0,Dewanda,0
22,0,Domenica,0
22,0,Donnette,0
22,0,Drucilla,0
22,0,Evelina,0
22,0,Georgiann,0
22,0,Gisele,0
22,0,Halle,0
22,0,Jacquel,0
22,0,Janiece,0
22,0,Jannell,0
22,0,Jannifer,0
22,0,Jeanelle,0
22,0,Jeneane,0
22,0,Jenene,0
22,0,Karyl,0
22,0,Kathrina,0
22,0,Kaylynn,0
22,0,Kimberlea,0
22,0,Lannette,0
22,0,Larinda,0
22,5,Lark,0.18518518518518517
22,0,Latrica,0
22,0,Latrisha,0
22,81,Layne,0.7864077669902912
22,0,Letty,0
22,2646,Louis,0.9917541229385307
22,0,Marcelina,0
22,0,Mariela,0
22,0,Markita,0
22,0,Marlee,0
22,0,Marylee,0
22,0,Marylynn,0
22,0,Meisha,0
22,0,Meloney,0
22,0,Merilee,0
22,0,Nidia,0
22,846,Perry,0.9746543778801844
22,161,Quinn,0.8797814207650273
22,3270,Randall,0.9933171324422844
22,0,Rima,0
22,0,Rubi,0
22,0,Sarai,0
22,0,Shaney,0
22,0,Sharene,0
22,0,Sharry,0
22,0,Shellene,0
22,0,Shronda,0
22,0,Sierra,0
22,0,Signe,0
22,0,Stefania,0
22,0,Sunshine,0
22,0,Tacy,0
22,0,Tammatha,0
22,0,Tangi,0
22,0,Taresa,0
22,0,Terasa,0
22,0,Theresia,0
22,0,Tiffiany,0
22,0,Tonna,0
22,0,Tyla,0
22,0,Tywanna,0
22,0,Velia,0
22,0,Wednesday,0
21,4320,Adam,0.995162404975812
21,0,Adella,0
21,0,Alayna,0
21,0,Alita,0
21,2934,Allen,0.9928934010152284
21,0,Angeligue,0
21,0,Antonella,0
21,0,Antoniette,0
21,0,Arla,0
21,0,Arlisa,0
21,0,Beata,0
21,0,Belia,0
21,0,Candra,0
21,0,Caralee,0
21,0,Carianne,0
21,0,Casaundra,0
21,769,Charlie,0.9734177215189873
21,0,Charmine,0
21,0,Cherryl,0
21,0,Conchita,0
21,0,Conni,0
21,0,Cynda,0
21,0,Danika,0
21,0,Darbi,0
21,0,Darlyn,0
21,0,Dawana,0
21,0,Dawnetta,0
21,33,Deane,0.6111111111111112
21,0,Deangela,0
21,0,Denene,0
21,0,Deniece,0
21,0,Desire,0
21,0,Dewanna,0
21,6,Doni,0.2222222222222222
21,0,Eleanore,0
21,0,Emmy,0
21,0,Eryn,0
21,0,Fara,0
21,0,Farah,0
21,0,Hellen,0
21,350,Ira,0.9433962264150944
21,0,Janeane,0
21,0,Janese,0
21,0,Janessa,0
21,1724,Jerome,0.9879656160458453
21,0,Julisa,0
21,57,Kai,0.7307692307692307
21,0,Kariann,0
21,0,Katharina,0
21,0,Kathrin,0
21,0,Kellene,0
21,0,Korina,0
21,0,Lacie,0
21,0,Lacinda,0
21,6,Laine,0.2222222222222222
21,0,Lenita,0
21,0,Lisaann,0
21,0,Lorilee,0
21,0,Lorriane,0
21,0,Madelene,0
21,0,Maira,0
21,0,Marjory,0
21,0,Maryelizabeth,0
21,0,Mecca,0
21,0,Mellanie,0
21,0,Milagro,0
21,0,Mirta,0
21,0,Natacha,0
21,5,Neely,0.19230769230769232
21,0,Patrece,0
21,0,Phebe,0
21,0,Rachal,0
21,2246,Ralph,0.9907366563740626
21,0,Regine,0
21,0,Romelia,0
21,0,September,0
21,0,Sharmaine,0
21,0,Sheba,0
21,0,Sherelle,0
21,0,Sherida,0
21,0,Sherree,0
21,281,Shon,0.9304635761589404
21,0,Soledad,0
21,0,Suzzette,0
21,0,Tabbatha,0
21,0,Tani,0
21,119,Taylor,0.85
21,0,Tiffeny,0
21,0,Tova,0
21,0,Trinity,0
21,63,Tristan,0.75
21,0,Tywanda,0
21,0,Vernessa,0
21,0,Violeta,0
21,0,Virna,0
21,0,Wendelyn,0
21,2063,Wesley,0.9899232245681382
21,0,Xochitl,0
21,0,Yael,0
21,0,Ylonda,0
21,0,Yvetta,0
20,0,Abbe,0
20,0,Agatha,0
20,0,Ame,0
20,0,Amina,0
20,0,Amye,0
20,0,Ananda,0
20,0,Anitra,0
20,0,Annita,0
20,0,Arletha,0
20,0,Aurea,0
20,0,Balinda,0
20,0,Bettyjo,0
20,0,Bobbette,0
20,0,Bretta,0
20,0,Camillia,0
20,0,Carline,0
20,0,Catheryn,0
20,0,China,0
20,0,Colene,0
20,0,Coletta,0
20,0,Constantina,0
20,0,Corena,0
20,0,Dandrea,0
20,0,Daphane,0
20,0,Daphney,0
20,0,Davette,0
20,0,Denell,0
20,0,Denyse,0
20,0,Despina,0
20,0,Devora,0
20,2313,Dwayne,0.9914273467638234
20,0,Genelle,0
20,2726,Harold,0.9927166788055353
20,0,Hether,0
20,0,Iesha,0
20,0,Indira,0
20,0,Irena,0
20,67,Jacky,0.7701149425287356
20,0,Jamye,0
20,11,Jaye,0.3548387096774194
20,0,Jennell,0
20,29,Jimi,0.5918367346938775
20,0,Jodell,0
20,0,Katherin,0
20,0,Kathey,0
20,0,Koreen,0
20,0,Laquetta,0
20,0,Laraine,0
20,0,Lashay,0
20,0,Lashonne,0
20,0,Latisa,0
20,0,Laurieann,0
20,0,Lavone,0
20,0,Letricia,0
20,11,Liberty,0.3548387096774194
20,0,Lilliam,0
20,0,Lilliana,0
20,23,London,0.5348837209302325
20,0,Loretha,0
20,0,Lorilyn,0
20,0,Luvenia,0
20,0,Lynnell,0
20,0,Margarett,0
20,0,Maribell,0
20,0,Melaney,0
20,0,Michelene,0
20,0,Missi,0
20,0,Monalisa,0
20,0,Moncia,0
20,0,Pansy,0
20,0,Petula,0
20,32,Reagan,0.6153846153846154
20,0,Reena,0
20,0,Robyne,0
20,0,Rochele,0
20,0,Rosalina,0
20,0,Rosaria,0
20,0,Roshanda,0
20,0,Roshawn,0
20,0,Rosio,0
20,0,Rossana,0
20,174,Santos,0.8969072164948454
20,0,Shaina,0
20,0,Shaleen,0
20,0,Sharhonda,0
20,0,Sharlyn,0
20,0,Sima,0
20,0,Stefany,0
20,0,Steffani,0
20,0,Sundra,0
20,0,Sunni,0
20,0,Suzzanne,0
20,0,Tawna,0
20,0,Threasa,0
20,0,Tomasa,0
20,0,Toniann,0
20,0,Toyna,0
20,0,Tracyann,0
20,0,Virgen,0
20,0,Willetta,0
20,0,Willow,0
20,0,Yadira,0
19,0,Adelle,0
19,0,Aide,0
19,0,Aime,0
19,0,Anastacia,0
19,0,Annisa,0
19,0,Arianne,0
19,0,Asha,0
19,171,Avery,0.9
19,0,Becca,0
19,0,Bess,0
19,0,Brigett,0
19,0,Buffi,0
19,0,Catrena,0
19,0,Charmayne,0
19,0,Chrisann,0
19,27,Clair,0.5869565217391305
19,0,Clarisa,0
19,142,Colby,0.8819875776397516
19,0,Cozette,0
19,0,Danne,0
19,0,Danni,0
19,207,Darian,0.915929203539823
19,0,Delila,0
19,0,Deona,0
19,0,Deondra,0
19,0,Derinda,0
19,0,Deronda,0
19,0,Dovie,0
19,1774,Duane,0.9894032348020078
19,0,Erina,0
19,0,Ermelinda,0
19,2306,Ernest,0.9918279569892473
19,0,Fancy,0
19,9,Gabriele,0.32142857142857145
19,0,Gaynell,0
19,0,Genny,0
19,0,Glori,0
19,0,Gricelda,0
19,0,Idella,0
19,0,Ivana,0
19,14,Ivey,0.42424242424242425
19,11,Jae,0.36666666666666664
19,0,Jaimi,0
19,0,Jamillah,0
19,0,Janett,0
19,0,Jeania,0
19,0,Jennifier,0
19,0,Jennipher,0
19,0,Kaci,0
19,0,Karalyn,0
19,0,Katrin,0
19,0,Katrinia,0
19,0,Kera,0
19,0,Khadijah,0
19,0,Kimberleigh,0
19,0,Kristiana,0
19,0,Ladena,0
19,0,Lakeitha,0
19,0,Lashanna,0
19,0,Latresa,0
19,0,Lauree,0
19,0,Leane,0
19,0,Leondra,0
19,0,Letisia,0
19,0,Livia,0
19,0,Love,0
19,0,Ltanya,0
19,2286,Luis,0.9917570498915401
19,0,Magdalene,0
19,17,Mallory,0.4722222222222222
19,0,Marizol,0
19,3508,Martin,0.9946129855401191
19,0,Marylyn,0
19,0,Meka,0
19,0,Melisha,0
19,0,Mendi,0
19,50,Merrill,0.7246376811594203
19,0,Meshelle,0
19,0,Meta,0
19,0,Millissa,0
19,0,Mireille,0
19,0,Miyoshi,0
19,0,Monet,0
19,0,Natosha,0
19,0,Nelia,0
19,0,Neysa,0
19,0,Nia,0
19,12,Nico,0.3870967741935484
19,0,Nila,0
19,0,Novella,0
19,0,Philana,0
19,0,Philomena,0
19,0,Raguel,0
19,0,Rayann,0
19,0,Rebeccah,0
19,0,Rosalynn,0
19,0,Rosaura,0
19,0,Roshell,0
19,15,Sami,0.4411764705882353
19,0,Scarlette,0
19,0,Seanna,0
19,0,Sharmin,0
19,0,Sharone,0
19,0,Shasta,0
19,0,Shaunta,0
19,0,Shawnie,0
19,0,Shenell,0
19,0,Shenna,0
19,0,Sherina,0
19,0,Shirl,0
19,0,Sibyl,0
19,0,Taffy,0
19,0,Taisha,0
19,0,Talena,0
19,0,Tawnee,0
19,0,Teia,0
19,0,Tenisha,0
19,0,Terilyn,0
19,0,Vanda,0
19,5,Venice,0.20833333333333334
19,0,Wilda,0
19,0,Wynne,0
19,0,Zara,0
19,0,Zita,0
18,0,Alejandrina,0
18,0,Alesa,0
18,0,Antonina,0
18,0,Aprile,0
18,0,Ariane,0
18,0,Arnette,0
18,0,Augustina,0
18,0,Benetta,0
18,147,Brooks,0.8909090909090909
18,0,Carlota,0
18,0,Cecila,0
18,0,Charlesetta,0
18,0,Charlotta,0
18,0,Charmian,0
18,0,Charnette,0
18,0,Charron,0
18,0,Charyl,0
18,0,Chelsey,0
18,0,Chenelle,0
18,0,Clarinda,0
18,0,Corrinne,0
18,0,Cynitha,0
18,0,Dawnya,0
18,0,Deeanne,0
18,0,Delene,0
18,0,Delisha,0
18,0,Deloise,0
18,22,Deshon,0.55
18,30,Dondi,0.625
18,0,Donnella,0
18,1285,Dustin,0.9861857252494244
18,0,Edythe,0
18,0,Ember,0
18,0,Emelda,0
18,0,Eneida,0
18,0,Errica,0
18,0,Florine,0
18,660,Freddie,0.9734513274336283
18,0,Frederica,0
18,0,Georgianne,0
18,0,Glynda,0
18,0,Guinevere,0
18,0,Gwendolen,0
18,0,Helga,0
18,0,Hermelinda,0
18,1997,Howard,0.9910669975186104
18,0,Ilka,0
18,0,Isa,0
18,0,Isabell,0
18,0,Isha,0
18,0,Jamila,0
18,0,Janalee,0
18,0,Jaymi,0
18,0,Jerilynn,0
18,0,Joellyn,0
18,0,Josephina,0
18,0,Josetta,0
18,0,Kacie,0
18,0,Kammie,0
18,0,Kandee,0
18,0,Katarina,0
18,0,Katherina,0
18,0,Kaylee,0
18,0,Kerensa,0
18,0,Kerith,0
18,140,Korey,0.8860759493670886
18,0,Kylie,0
18,0,Lagina,0
18,0,Lanelle,0
18,0,Lashaunda,0
18,0,Lawonda,0
18,0,Leaann,0
18,0,Lelania,0
18,8,Leshawn,0.3076923076923077
18,0,Letrice,0
18,0,Letticia,0
18,0,Lettie,0
18,7,Linnie,0.28
18,0,Lu,0
18,0,Ludivina,0
18,0,Lynnae,0
18,0,Lynnann,0
18,0,Lynnetta,0
18,0,Madelin,0
18,0,Mai,0
18,0,Maida,0
18,0,Marguerita,0
18,0,Marybel,0
18,0,Maurita,0
18,0,Melena,0
18,131,Merle,0.8791946308724832
18,9,Micha,0.3333333333333333
18,1544,Mitchell,0.9884763124199744
18,0,Mychelle,0
18,0,Natalee,0
18,0,Natisha,0
18,0,Neisha,0
18,0,Nesha,0
18,0,Nika,0
18,0,Ninfa,0
18,0,Nycole,0
18,0,Oma,0
18,3520,Philip,0.994912379875636
18,0,Raechel,0
18,0,Rafaela,0
18,5,Randie,0.21739130434782608
18,0,Renda,0
18,0,Retta,0
18,0,Ria,0
18,0,Robina,0
18,164,Ronny,0.9010989010989011
18,0,Rosaisela,0
18,0,Senaida,0
18,0,Shanell,0
18,0,Shannin,0
18,0,Shar,0
18,0,Sharell,0
18,6,Shawnta,0.25
18,0,Shelisa,0
18,0,Sherre,0
18,0,Sommer,0
18,0,Sundae,0
18,0,Sunnie,0
18,0,Talisha,0
18,0,Teasha,0
18,1464,Terrence,0.9878542510121457
18,0,Terrina,0
18,0,Tesa,0
18,0,Teshia,0
18,0,Tierney,0
18,0,Timi,0
18,0,Tresea,0
18,0,Trevia,0
18,11,Trini,0.3793103448275862
18,0,Trishia,0
18,0,Tywana,0
18,42,Unknown,0.7
18,0,Vada,0
18,0,Vena,0
18,0,Vernette,0
18,0,Vina,0
18,0,Wynona,0
18,0,Zelma,0
17,0,Adrina,0
17,0,Albertina,0
17,0,Aletta,0
17,2474,Alexander,0.9931754315535929
17,0,Alishia,0
17,5,Alix,0.22727272727272727
17,7,Alpha,0.2916666666666667
17,1086,Alvin,0.9845874886672711
17,0,Amara,0
17,0,Amberly,0
17,0,Angelie,0
17,0,Angelika,0
17,0,Angell,0
17,0,Annelise,0
17,0,Arika,0
17,0,Assunta,0
17,0,Audria,0
17,526,Blake,0.9686924493554327
17,0,Briget,0
17,0,Brigit,0
17,0,Brinda,0
17,0,Bronwen,0
17,0,Carita,0
17,0,Carlen,0
17,0,Carlina,0
17,0,Carlisa,0
17,0,Caroll,0
17,0,Carren,0
17,0,Cassi,0
17,0,Catherina,0
17,7,Cayce,0.2916666666666667
17,0,Chasity,0
17,0,Chenoa,0
17,0,Chiffon,0
17,14,Christan,0.45161290322580644
17,0,Christia,0
17,1384,Clarence,0.9878658101356174
17,0,Coralee,0
17,0,Corretta,0
17,0,Crysta,0
17,0,Danene,0
17,0,Darbie,0
17,0,Davetta,0
17,0,Dawnn,0
17,57,Dell,0.7702702702702703
17,0,Desma,0
17,0,Deva,0
17,0,Devra,0
17,0,Elayne,0
17,0,Elouise,0
17,3246,Erik,0.9947900704872816
17,0,Eulalia,0
17,0,Eydie,0
17,0,Falicia,0
17,5,Fernanda,0.22727272727272727
17,0,Georgene,0
17,0,Inge,0
17,0,Jacquelynne,0
17,0,Jamelle,0
17,0,Jeanett,0
17,0,Jeanice,0
17,0,Jessamyn,0
17,0,Jodine,0
17,0,Kathyjo,0
17,0,Kawana,0
17,0,Kela,0
17,0,Kellyanne,0
17,0,Kimela,0
17,0,Krysten,0
17,0,Kylee,0
17,0,Lalita,0
17,0,Latoshia,0
17,0,Latrenda,0
17,0,Latunya,0
17,0,Laurine,0
17,0,Lenise,0
17,5,Lessie,0.22727272727272727
17,0,Lore,0
17,0,Lorisa,0
17,0,Luanna,0
17,0,Lutricia,0
17,0,Lyla,0
17,0,Magali,0
17,0,Marcellina,0
17,0,Marella,0
17,0,Marica,0
17,0,Mariette,0
17,0,Marlynn,0
17,753,Marshall,0.977922077922078
17,0,Marvella,0
17,0,Marybell,0
17,0,Melodye,0
17,0,Michaelene,0
17,0,Monic,0
17,423,Monte,0.9613636363636363
17,0,Myla,0
17,0,Nadja,0
17,0,Nechelle,0
17,0,Nickol,0
17,12,Nikola,0.41379310344827586
17,0,Olive,0
17,0,Pleshette,0
17,161,Quincy,0.9044943820224719
17,0,Rashel,0
17,0,Rashonda,0
17,0,Rebbeca,0
17,0,Revonda,0
17,0,Ronita,0
17,0,Saida,0
17,0,Samone,0
17,0,Shandell,0
17,0,Shanel,0
17,0,Sharion,0
17,14,Shaune,0.45161290322580644
17,0,Sherlene,0
17,0,Sherrice,0
17,0,Sherril,0
17,0,Shirleen,0
17,0,Starlet,0
17,0,Sundi,0
17,0,Sylvie,0
17,0,Tacey,0
17,0,Tanda,0
17,0,Tandi,0
17,0,Tanzie,0
17,0,Tarah,0
17,0,Tedra,0
17,0,Theda,0
17,0,Tinna,0
17,0,Tongela,0
17,0,Tresia,0
17,0,Tuwana,0
17,0,Ulanda,0
17,0,Velva,0
17,0,Wileen,0
16,0,Abra,0
16,0,Adelita,0
16,0,Allicia,0
16,0,Alona,0
16,0,Alondra,0
16,0,Amity,0
16,0,Andrena,0
16,0,Anika,0
16,0,Ansley,0
16,0,Ardith,0
16,0,Arianna,0
16,0,Arline,0
16,0,Arminda,0
16,0,Ashlyn,0
16,89,Augustine,0.8476190476190476
16,0,Aundria,0
16,0,Belva,0
16,0,Berlinda,0
16,0,Bevin,0
16,0,Branda,0
16,3488,Bruce,0.9954337899543378
16,0,Cally,0
16,0,Camella,0
16,0,Caralyn,0
16,15,Carlin,0.4838709677419355
16,0,Carmelina,0
16,0,Casondra,0
16,0,Catarina,0
16,0,Celene,0
16,0,Chamaine,0
16,0,Charese,0
16,0,Charlisa,0
16,0,Collen,0
16,47,Corry,0.746031746031746
16,0,Cyrstal,0
16,0,Darcia,0
16,0,Dari,0
16,0,Darlean,0
16,6,De,0.2727272727272727
16,0,Dejuana,0
16,0,Denia,0
16,0,Dineen,0
16,0,Disa,0
16,64,Donell,0.8
16,0,Donica,0
16,0,Doria,0
16,0,Dyane,0
16,0,Elly,0
16,0,Elodia,0
16,0,Elyssa,0
16,0,Felissa,0
16,0,Florencia,0
16,2890,Frederick,0.9944941500344116
16,0,Georgeanna,0
16,0,Gerrie,0
16,0,Heidy,0
16,0,Ilda,0
16,2576,Jack,0.9938271604938271
16,0,Jacqui,0
16,0,Janalyn,0
16,0,Jeanell,0
16,0,Jinger,0
16,0,Jinny,0
16,0,Joannie,0
16,1123,Jorge,0.9859525899912204
16,0,Junita,0
16,0,Karine,0
16,0,Karisa,0
16,0,Karole,0
16,0,Kelsie,0
16,45,Kendell,0.7377049180327869
16,0,Kersten,0
16,55,Kiley,0.7746478873239436
16,0,Kiva,0
16,0,Kyna,0
16,0,Laree,0
16,5,Lasean,0.23809523809523808
16,0,Lasondra,0
16,0,Latrena,0
16,0,Lavonya,0
16,0,Leota,0
16,0,Levette,0
16,0,Loleta,0
16,0,Lovette,0
16,0,Lowanda,0
16,0,Luciana,0
16,0,Lynae,0
16,0,Lysa,0
16,1693,Manuel,0.9906377998829725
16,0,Marchell,0
16,0,Marielle,0
16,0,Marisal,0
16,0,Marketta,0
16,10,Marlen,0.38461538461538464
16,0,Marquitta,0
16,0,Marshelle,0
16,0,Maryam,0
16,0,Medina,0
16,0,Melessa,0
16,0,Merinda,0
16,0,Merita,0
16,0,Mikelle,0
16,0,Milena,0
16,0,Milisa,0
16,0,Mindie,0
16,5,Mischa,0.23809523809523808
16,18,Natividad,0.5294117647058824
16,0,Neda,0
16,9,Niko,0.36
16,0,Norah,0
16,0,Onita,0
16,0,Ouida,0
16,0,Pascale,0
16,0,Patrisha,0
16,0,Patrizia,0
16,0,Peggi,0
16,0,Ramie,0
16,0,Rebekka,0
16,0,Rejeana,0
16,0,Romi,0
16,0,Roselle,0
16,0,Roslynn,0
16,23,Sage,0.5897435897435898
16,0,Salli,0
16,0,Saskia,0
16,0,Shanee,0
16,0,Shanetta,0
16,0,Sharlet,0
16,0,Sharma,0
16,0,Shelle,0
16,0,Shonia,0
16,0,Siri,0
16,0,Starlene,0
16,0,Stasia,0
16,0,Stormie,0
16,0,Sundee,0
16,0,Suzana,0
16,0,Talia,0
16,5,Teryl,0.23809523809523808
16,0,Tianna,0
16,1327,Tim,0.9880863737900223
16,0,Tiwana,0
16,0,Tomica,0
16,0,Toria,0
16,0,Torie,0
16,0,Trella,0
16,0,Twilla,0
16,0,Vanesa,0
16,0,Virgina,0
16,0,Vivienne,0
16,0,Xenia,0
